date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-11-20,25865,25891,25399,24503,23148,22112,21149,20519,20234,20189,20505,21837,23352,24894,25173,24962,24588,24112,23767,23661,23831,23419,23257,23592
2015-11-21,26111,24832,24531,23839,23196,22024,20849,20081,20330,20396,20596,21235,21877,22222,23061,23766,23541,23335,22894,22702,22307,22280,22244,23252
2015-11-22,24189,24175,23710,23198,22187,21231,20546,20212,19971,19993,20265,20872,21456,22252,23528,24338,24491,23624,22986,22900,22452,21986,23146,24193
2015-11-23,26327,26987,27208,26997,26119,25267,24766,24429,24857,25148,25835,27363,29414,31259,31553,30646,29311,28076,26842,25935,25582,25348,25558,26645
2015-11-24,28891,29486,29647,29238,28479,28111,27200,26970,26980,27239,27367,28757,30546,32017,31878,30373,28845,27413,26165,25422,25053,24928,25411,26081
2015-11-25,27871,28205,28157,27708,26734,25335,24978,24774,24502,24394,24528,25370,26869,27884,28184,27771,26880,26000,25151,24996,24559,23864,24153,24413
2015-11-26,25648,25768,25337,24706,23732,22344,21182,20455,19925,19660,19767,20192,20851,21355,22205,23173,23493,23109,22165,21194,20314,19901,19351,19584
2015-11-27,20325,20188,20175,19888,19411,18763,18023,17821,17501,17443,17498,17882,18542,19111,19777,20365,20792,20922,20920,20898,21209,21202,21206,21422
2015-11-28,22539,22296,21805,21159,20354,19552,18573,17853,17345,17130,17196,17573,18350,18785,19656,20580,21072,21263,21208,21195,21192,21081,20916,21492
2015-11-29,22563,22470,22107,21569,20596,19793,18994,18235,17714,17492,17581,17831,18075,18239,19352,20260,20690,20810,21084,21277,21386,21483,21677,22785
2015-11-30,24255,24210,23720,22627,21392,20152,19250,18531,18145,18042,18364,19200,21369,22954,23196,23487,23846,24073,24294,24446,24597,24573,24568,24899
2015-12-01,26414,26440,25887,24955,23284,21520,20190,19797,19239,19045,19286,20166,22163,23397,23364,23670,24079,24310,24485,24404,24642,24594,24774,25791
2015-12-02,26729,26552,26003,24979,23270,21530,20425,20030,19649,19402,19633,20599,22266,23726,23817,24181,24461,24555,24513,24331,24222,24212,24424,25814
2015-12-03,27055,27157,26838,26016,24770,22919,22075,21416,21518,21592,22189,23362,26180,27665,27709,27726,27499,27076,26549,26266,25757,25627,26080,27745
2015-12-04,29581,30060,30104,29470,28116,26620,25893,25691,25565,25830,26147,26892,30338,31775,30934,29941,28544,27235,25913,25298,24863,24673,24847,26089
2015-12-05,27651,27934,28048,27836,27136,26167,25517,25174,25391,25454,25480,26103,26917,28078,28786,28179,26946,25563,24337,23357,22679,22715,22786,23573
2015-12-06,25295,25535,25809,25535,24814,24192,23161,22743,22551,22441,22411,22557,22931,23844,24825,25050,24281,23225,22454,21960,21632,21938,22007,23307
2015-12-07,25188,25335,25296,24616,23375,22269,21270,21099,21070,21232,21824,22780,25619,27529,27130,26412,25560,24859,24305,25127,22777,23664,23783,24890
2015-12-08,25813,27144,26998,26294,24983,23318,22386,21749,22067,22273,23057,24678,27683,29502,28995,27685,26247,25234,24480,24076,24099,23581,23843,24896
2015-12-09,26949,27527,27382,26693,25583,23904,23154,22834,22776,22976,23724,25078,27849,29392,28876,27616,26445,25463,24741,24268,23921,23702,24009,25286
2015-12-10,27038,27096,26736,25991,24376,22723,21656,21036,20660,20688,21260,22605,25057,26314,25896,25451,24863,24455,24097,23881,23790,23653,23785,24896
2015-12-11,26331,26490,26119,25321,23763,21983,20863,20094,19576,19437,19657,20783,22985,24251,24266,24285,24296,24124,24054,24162,24043,23864,23757,24191
2015-12-12,25539,25203,24446,23645,22570,21228,19783,18898,18816,18645,18539,19311,19941,20880,21961,22520,22654,22508,22485,22308,22077,22136,21988,22954
2015-12-13,24108,23893,23580,22618,21823,20726,19427,18921,18560,18306,18243,18493,19169,19986,21002,21440,21669,21698,21894,22037,22145,22153,22310,23250
2015-12-14,25001,25087,24832,23773,22311,20856,19543,19280,18840,18635,18891,19951,21977,23573,23734,24072,24515,24709,24664,24639,24441,24289,24225,24858
2015-12-15,26563,26598,26091,25242,23697,21754,20884,20245,20018,19941,20406,21529,23886,25597,25453,24987,24497,24263,23913,23857,23799,23860,23705,24321
2015-12-16,25978,26208,26011,25146,23684,22343,21719,21069,20981,20995,21598,22428,24752,26712,26558,25763,24934,24385,24082,23938,23976,23885,23899,25075
2015-12-17,26510,26597,26374,25564,23301,22320,21201,20593,20200,20020,20165,21211,22694,24309,24418,24660,24920,25000,24828,24788,24619,24458,24389,25269
2015-12-18,26692,26814,26611,25903,24753,23569,22365,21813,21609,21308,21851,23062,25651,27743,28134,27981,27479,26701,26137,25790,25531,25388,25711,27232
2015-12-19,29527,29861,29948,29799,29318,28400,27778,27302,27625,27434,28212,29150,30291,31012,31758,31139,29641,27806,26193,25183,24270,23849,24066,25275
2015-12-20,27623,28242,28545,28669,28289,27394,26747,27007,27333,28184,28619,29430,30060,31121,30997,30317,28574,26417,24854,23901,22971,22961,23474,24641
2015-12-21,25977,26167,26781,26240,25434,24314,23375,22536,22297,22273,22640,23123,24441,25996,26436,26761,26690,26447,25882,25434,25022,24727,24746,25850
