date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-11-06,28589,29058,28494,27808,26660,25098,23558,22568,22068,21758,21666,22045,23298,25768,26762,27010,27070,27105,27056,26931,26927,26772,26453,26435
2015-11-07,27030,27402,26897,26373,25662,24662,23505,22660,22202,21990,21939,22109,22763,23654,24330,25051,25429,25426,25286,24958,24655,24352,24325,24484
2015-11-08,25526,26295,26039,25704,25174,24366,23383,22680,22323,22072,22026,22256,22809,23477,23965,24600,24726,24554,24327,24231,23989,23856,23839,24276
2015-11-09,25749,26858,26739,26246,25445,24269,23221,22568,22333,22323,22535,23082,24610,27176,28204,28023,27780,27629,27373,27140,27024,26778,26572,26674
2015-11-10,27727,28612,28254,27672,26685,25165,23784,23099,22683,22571,22620,23084,24389,26786,27686,27524,27383,27305,27186,27163,27224,27114,26935,26986
2015-11-11,27901,28537,28094,27439,26373,24937,23542,22698,22260,22021,22000,22339,23461,25620,26825,27172,27613,27908,28054,28113,27990,27745,27556,27544
2015-11-12,28443,28930,28503,27885,26872,25373,24019,23221,22808,22628,22697,23242,24668,27257,28224,27988,27740,27590,27397,27155,26982,26677,26479,26616
2015-11-13,27811,28632,28476,28079,27269,25821,24572,23834,23596,23565,23715,24173,25602,28094,29058,28704,28151,27739,27280,26834,26632,26319,26016,26024
2015-11-14,26964,27457,27116,26795,26195,25309,24243,23504,23128,22957,22901,23204,23824,24757,25360,25812,25799,25624,25294,24875,24533,24228,24051,24226
2015-11-15,25579,26291,25955,25556,24974,24089,23204,22538,22069,21831,21793,21883,22234,22809,23316,24140,24588,24685,24690,24681,24603,24491,24548,25213
2015-11-16,26839,27274,27042,26430,25484,24129,22910,22209,21813,21631,21631,22095,23452,25922,27361,27496,27684,27881,27818,27682,27628,27507,27401,27851
2015-11-17,28822,28868,28263,27550,26551,24971,23502,22670,22134,21770,21671,22095,23393,25743,27162,27367,27583,27826,27825,27735,27634,27495,27343,27650
2015-11-18,28799,29284,28925,28445,27383,25886,24498,23675,23211,23053,23084,23578,25022,27554,28746,28616,28476,28453,28194,27903,27747,27367,27104,27447
2015-11-19,28758,29393,29180,28807,27757,26358,24979,24215,23836,23818,23879,24418,25904,28512,29499,29195,28852,28588,28197,27809,27626,27292,27031,27223
2015-11-20,28592,29457,29378,29117,28279,26888,25556,24824,24471,24357,24452,24872,26312,28683,29690,29581,29413,29177,28708,28268,28042,27712,27478,27667
2015-11-21,28687,28975,28531,28111,27441,26397,25259,24537,24215,24135,24264,24639,25447,26638,27563,28361,28824,28762,28305,27667,27002,26482,26443,26986
2015-11-22,28865,29758,29679,29592,29201,28347,27472,26828,26513,26358,26400,26678,27178,28091,28595,28781,28490,27796,27111,26543,25919,25476,25364,25860
2015-11-23,27898,28995,29102,28829,28220,27032,25952,25422,24983,24745,24880,25654,27032,28735,29634,29728,29093,28434,27766,27220,26453,26102,25836,26444
2015-11-24,27177,28168,28670,28040,27379,26108,25583,25048,24567,24433,24601,25170,26640,29026,30187,29957,29448,28914,28341,27776,27448,27122,26932,27121
2015-11-25,28537,29215,28971,28544,27649,26313,24937,23900,23360,23039,23004,23367,24436,26260,27470,28023,28395,28505,28292,27897,27723,27462,27223,27370
2015-11-26,28325,28508,28060,27524,26704,25459,24073,22993,22319,21970,21780,21842,22130,22856,23715,24826,26092,26823,26692,25788,24927,24411,24242,24465
2015-11-27,25458,25798,25875,25889,25683,25129,24453,23946,23679,23612,23741,24135,24907,25979,26853,27587,28543,29181,29357,29220,29017,28892,28941,29476
2015-11-28,30699,30824,30478,30080,29442,28411,27287,26368,25855,25552,25468,25563,25943,26645,27399,28100,28964,29418,29468,29165,28836,28523,28483,28992
2015-11-29,30327,30462,30027,29559,28888,27863,26741,25897,25338,25045,24928,25026,25428,25930,26667,27333,27983,28233,28379,28388,28213,28015,28094,28734
2015-11-30,30258,30626,30405,29769,28820,27416,26079,25115,24707,24533,24615,25132,26516,28955,30379,30417,30556,30496,30221,29869,29690,29468,29361,29922
2015-12-01,31418,31941,31698,31327,30416,28830,27445,26665,26343,26196,26389,26939,28438,30905,32128,31824,31399,30870,30249,29659,29284,28972,28855,29383
2015-12-02,31162,31919,31897,31579,30702,29216,27669,26891,26625,26510,26669,27330,28870,31447,32577,31949,31320,30678,29999,29350,28972,28470,28180,28688
2015-12-03,30638,31678,31671,31580,30847,29381,27939,27214,26991,26982,27186,27904,29555,32278,33420,32577,31432,30453,29437,28606,28115,27568,27245,27645
2015-12-04,29550,30597,30760,30761,30155,28857,27506,26883,26596,26510,26711,27380,28911,31533,32572,31820,30825,29945,29102,28293,27846,27395,27067,27420
2015-12-05,29072,29714,29616,29471,29010,28053,26876,26064,25664,25495,25577,25913,26723,27847,28655,28959,28714,28123,27337,26513,25815,25387,25295,25910
2015-12-06,27779,28401,28278,28190,27758,26880,25930,24979,24537,24285,24342,24566,25131,26013,26820,27222,26926,26313,25755,25375,24899,24596,24587,25225
2015-12-07,27446,28581,28765,28671,28036,26772,25598,24954,24728,24820,25115,25875,27545,30351,31786,31208,30322,29560,28786,28065,27649,27173,26948,27397
2015-12-08,29271,29996,29907,29677,28866,27406,25898,25074,24668,24607,24738,25277,26802,29442,30694,30226,29640,28987,28426,27861,27609,27239,26997,27288
2015-12-09,28959,29637,29422,29237,28390,26921,25481,24601,24209,24046,24195,24751,26268,28944,30170,29654,29003,28544,27974,27475,27266,26952,26737,27036
2015-12-10,28649,29282,29027,28675,27794,26168,24610,23806,23342,23130,23195,23611,24962,27551,28930,28556,28213,28033,27683,27286,27175,26975,26776,27155
2015-12-11,28726,29283,28976,28607,27874,26492,24969,24095,23603,23461,23551,24004,25351,27680,29059,28866,28782,28551,28089,27658,27335,27059,26859,27034
2015-12-12,28425,28579,28077,27746,27079,25913,24563,23495,22841,22528,22398,22505,23038,23930,24917,25685,26320,26593,26535,26231,25951,25759,25772,26315
2015-12-13,27752,27896,27520,27123,26531,25524,24294,23269,22612,22187,22076,22116,22461,23153,24204,25108,25881,26227,26442,26577,26549,26500,26732,27503
2015-12-14,29053,29479,29386,28948,28047,26675,25325,24458,24110,24035,24191,24761,26402,29054,30605,30481,30285,30075,29677,29224,28856,28432,28156,28555
2015-12-15,30135,30951,30776,30432,29588,28060,26495,25504,25023,24888,25002,25522,27017,29484,30862,30324,29839,29503,29131,28730,28567,28274,28092,28476
2015-12-16,29999,30626,30447,30091,29255,27831,26249,25297,24890,24808,25000,25618,27195,29731,31291,31050,30769,30587,30077,29583,29344,28966,28833,29412
2015-12-17,31354,32356,32320,32175,31511,30037,28582,27848,27448,27392,27552,28182,29678,32375,33761,33257,32488,31891,31280,30712,30479,30245,30235,30973
